fname,true_pairwise_het,true_num_seg,true_pi_w,true_pi_b,true_pi_t,true_hudson_fst,true_nei_fst,pool_size,read_depth,seq_error,num_sites
10_100_0.0001_4_exp_growth_1_pop_theta_0.001.txt,0.0013433355851387118,57435.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_4_const_2_pop_t_div_0.0.txt,,,0.0019599869738260818,0.0019616648367807078,0.0019608259053034015,0.0008553260083815063,0.00042784597809049954,10.0,100.0,0.0001,1000000.0
10_100_0.0001_4_const_2_pop_t_div_0.25.txt,,,0.002016097106166049,0.002208637890402902,0.002112367498284482,0.08717625694709477,0.04557464181616919,10.0,100.0,0.0001,1000000.0
10_100_0.0001_4_const_2_pop_t_div_0.5.txt,,,0.001993786805215185,0.0024459715125968043,0.002219879158905989,0.1848691634603505,0.10184894649951493,10.0,100.0,0.0001,1000000.0
10_100_0.0001_4_const_2_pop_t_div_0.75.txt,,,0.0018077655847465778,0.0025358340770512697,0.002171799830898931,0.2871120389514238,0.1676186916368235,10.0,100.0,0.0001,1000000.0
10_100_0.0001_4_const_2_pop_t_div_1.0.txt,,,0.0019370554190765517,0.002850300488187433,0.002393677953631997,0.32040308483111307,0.19076189170000865,10.0,100.0,0.0001,1000000.0
10_100_0.0001_5_stat_1_pop_alpha_0.1.txt,0.10409863590195674,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_5_stat_1_pop_alpha_0.17500000000000002.txt,0.15467495502422599,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_5_stat_1_pop_alpha_0.25.txt,0.190387968751585,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_5_stat_1_pop_alpha_0.32500000000000007.txt,0.21540183884397604,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_5_stat_1_pop_alpha_0.4.txt,0.23402049380419399,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_5_stat_2_pop_beta_0.1.txt,,,0.06546015089072148,0.11360989407072827,0.08953502248072491,0.42381646047509725,0.26888775948189736,10.0,100.0,0.0001,1000.0
10_100_0.0001_5_stat_2_pop_beta_0.325.txt,,,0.07379246820065953,0.10571807382234283,0.08975527101150114,0.3019881508183138,0.17784808213432007,10.0,100.0,0.0001,1000.0
10_100_0.0001_5_stat_2_pop_beta_0.55.txt,,,0.07988333741450235,0.10546781682332386,0.09267557711891311,0.24258091405911789,0.13803247956035808,10.0,100.0,0.0001,1000.0
10_100_0.0001_5_stat_2_pop_beta_0.775.txt,,,0.0839608626625867,0.1059715443448421,0.09496620350371439,0.20770369836859615,0.11588692013677512,10.0,100.0,0.0001,1000.0
10_100_0.0001_5_stat_2_pop_beta_1.0.txt,,,0.08887681768812566,0.11098590530144191,0.09993136149478384,0.19920626455464888,0.1106213669192848,10.0,100.0,0.0001,1000.0
10_100_0.0001_5_const_1_pop_theta_0.0001.txt,0.00021436653837859034,6255.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_5_const_1_pop_theta_0.000325.txt,0.0006305101003823154,18461.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_5_const_1_pop_theta_0.00055.txt,0.0010575924583864325,31239.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_5_const_1_pop_theta_0.0007750000000000001.txt,0.0015244611638074697,44887.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_5_const_1_pop_theta_0.001.txt,0.0018928512085089697,56695.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_5_exp_growth_1_pop_theta_0.0001.txt,0.0001331593845701402,5628.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_5_exp_growth_1_pop_theta_0.000325.txt,0.0004350924713263405,18320.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_5_exp_growth_1_pop_theta_0.00055.txt,0.0007317978927556122,31385.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_5_exp_growth_1_pop_theta_0.0007750000000000001.txt,0.0010400612579158908,44271.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_5_exp_growth_1_pop_theta_0.001.txt,0.001357242431918439,57827.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_5_const_2_pop_t_div_0.0.txt,,,0.0017740658425644635,0.0017767648877561023,0.0017754153651602786,0.0015190784161923565,0.0007601165464134629,10.0,100.0,0.0001,1000000.0
10_100_0.0001_5_const_2_pop_t_div_0.25.txt,,,0.002000844208410914,0.0022194034075090677,0.0021101238079600042,0.09847655381562756,0.05178824064107318,10.0,100.0,0.0001,1000000.0
10_100_0.0001_5_const_2_pop_t_div_0.5.txt,,,0.001953492061562589,0.0024250609606901287,0.0021892765111263604,0.194456513370839,0.10769971192102301,10.0,100.0,0.0001,1000000.0
10_100_0.0001_5_const_2_pop_t_div_0.75.txt,,,0.0017921124772081142,0.0025651719498088425,0.0021786422135084793,0.3013675058540762,0.1774177209565304,10.0,100.0,0.0001,1000000.0
10_100_0.0001_5_const_2_pop_t_div_1.0.txt,,,0.001953136238604052,0.002929502831094991,0.0024413195348495244,0.3332874718970632,0.19996698067447463,10.0,100.0,0.0001,1000000.0
10_100_0.0001_6_stat_1_pop_alpha_0.1.txt,0.1039403375222101,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_6_stat_1_pop_alpha_0.17500000000000002.txt,0.15454578359547455,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_6_stat_1_pop_alpha_0.25.txt,0.1903373119551636,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_6_stat_1_pop_alpha_0.32500000000000007.txt,0.21568493958949947,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_6_stat_1_pop_alpha_0.4.txt,0.23394755022320038,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_6_stat_2_pop_beta_0.1.txt,,,0.06284678880044367,0.10709524447063404,0.08497101663553885,0.41316919242220396,0.26037381581523644,10.0,100.0,0.0001,1000.0
10_100_0.0001_6_stat_2_pop_beta_0.325.txt,,,0.07240024962108743,0.1081949515432273,0.09029760058215741,0.3308352322505431,0.1982040590855573,10.0,100.0,0.0001,1000.0
10_100_0.0001_6_stat_2_pop_beta_0.55.txt,,,0.08033851699786716,0.10799945395971455,0.09416898547879086,0.25612108161366576,0.14686861508175278,10.0,100.0,0.0001,1000.0
10_100_0.0001_6_stat_2_pop_beta_0.775.txt,,,0.08335184952493838,0.10647045190724286,0.09491115071609059,0.21713632250237302,0.1217907601366014,10.0,100.0,0.0001,1000.0
10_100_0.0001_6_stat_2_pop_beta_1.0.txt,,,0.08903844090575155,0.10792128908266505,0.09847986499420833,0.1749687048534946,0.09587161892445761,10.0,100.0,0.0001,1000.0
10_100_0.0001_6_const_1_pop_theta_0.0001.txt,0.00020432525458288404,6006.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_6_const_1_pop_theta_0.000325.txt,0.0006689543544750514,19206.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_6_const_1_pop_theta_0.00055.txt,0.0010975969624546613,31858.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_6_const_1_pop_theta_0.0007750000000000001.txt,0.0016017543538868737,46473.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_6_const_1_pop_theta_0.001.txt,0.002001006080972454,58434.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_6_exp_growth_1_pop_theta_0.0001.txt,0.0001345593428095285,5674.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_6_exp_growth_1_pop_theta_0.000325.txt,0.00043102186158219775,18622.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_6_exp_growth_1_pop_theta_0.00055.txt,0.0007361963599647099,31229.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_6_exp_growth_1_pop_theta_0.0007750000000000001.txt,0.0010386821217527697,44205.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_6_exp_growth_1_pop_theta_0.001.txt,0.0013464943387903148,56626.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_6_const_2_pop_t_div_0.0.txt,,,0.0018288367022840895,0.0018304548279580433,0.0018296457651210667,0.0008840019700234093,0.0004421964362722833,10.0,100.0,0.0001,1000000.0
10_100_0.0001_6_const_2_pop_t_div_0.25.txt,,,0.0020693764474071135,0.0023624942084109406,0.002215935327909028,0.1240713141053513,0.06613860912638123,10.0,100.0,0.0001,1000000.0
10_100_0.0001_6_const_2_pop_t_div_0.5.txt,,,0.0018891053641799612,0.0023918788373688852,0.002140492100774434,0.2102002264219976,0.11744343111732132,10.0,100.0,0.0001,1000000.0
10_100_0.0001_6_const_2_pop_t_div_0.75.txt,,,0.0020834928016861074,0.002947950412704637,0.0025157216071953724,0.2932402143852281,0.17181106378107194,10.0,100.0,0.0001,1000000.0
10_100_0.0001_6_const_2_pop_t_div_1.0.txt,,,0.0022612544848544663,0.0030702134457406133,0.00266573396529752,0.26348622829739626,0.15173287571399122,10.0,100.0,0.0001,1000000.0
10_100_0.0001_7_stat_1_pop_alpha_0.1.txt,0.10399007611233421,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_7_stat_1_pop_alpha_0.17500000000000002.txt,0.1549734172291011,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_7_stat_1_pop_alpha_0.25.txt,0.19039095603445175,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_7_stat_1_pop_alpha_0.32500000000000007.txt,0.21541487821285046,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_7_stat_1_pop_alpha_0.4.txt,0.23412250639025714,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_7_stat_2_pop_beta_0.1.txt,,,0.0664282491261019,0.11153448099113142,0.08898136505861665,0.4044151321116212,0.25345886655770944,10.0,100.0,0.0001,1000.0
10_100_0.0001_7_stat_2_pop_beta_0.325.txt,,,0.07701882097608229,0.11208991082323966,0.09455436589966093,0.31288355561690806,0.18545462979665042,10.0,100.0,0.0001,1000.0
10_100_0.0001_7_stat_2_pop_beta_0.55.txt,,,0.08808743603312913,0.1180982637295746,0.10309284988135187,0.25411743364123696,0.14555242061396362,10.0,100.0,0.0001,1000.0
10_100_0.0001_7_stat_2_pop_beta_0.775.txt,,,0.07944386618691554,0.10140731538162051,0.090425590784268,0.21658643769486594,0.12144487530694716,10.0,100.0,0.0001,1000.0
10_100_0.0001_7_stat_2_pop_beta_1.0.txt,,,0.0893207319929424,0.11030831028833327,0.09981452114063785,0.19026289352571668,0.10513289076355727,10.0,100.0,0.0001,1000.0
10_100_0.0001_7_const_1_pop_theta_0.0001.txt,0.00020350314812273305,5876.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_7_const_1_pop_theta_0.000325.txt,0.0006540303868248211,19233.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_7_const_1_pop_theta_0.00055.txt,0.0011199143603568276,33542.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_7_const_1_pop_theta_0.0007750000000000001.txt,0.0015761715386726789,45543.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_7_const_1_pop_theta_0.001.txt,0.002029535132241937,59255.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_7_exp_growth_1_pop_theta_0.0001.txt,0.0001363102513479071,5842.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_7_exp_growth_1_pop_theta_0.000325.txt,0.00044718664483874135,18968.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_7_exp_growth_1_pop_theta_0.00055.txt,0.0007406573992745811,31808.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_7_exp_growth_1_pop_theta_0.0007750000000000001.txt,0.0010251920817566913,44157.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_7_exp_growth_1_pop_theta_0.001.txt,0.0013418010063719237,57255.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_7_const_2_pop_t_div_0.0.txt,,,0.001803255616116047,0.0018051810665621016,0.0018042183413390844,0.00106662455180831,0.0005335968496600451,10.0,100.0,0.0001,1000000.0
10_100_0.0001_7_const_2_pop_t_div_0.25.txt,,,0.0017854176247426544,0.0020437174453484955,0.001914567535045584,0.1263872465314283,0.06745644013014915,10.0,100.0,0.0001,1000000.0
10_100_0.0001_7_const_2_pop_t_div_0.5.txt,,,0.001887977325752386,0.002282179958827566,0.0020850786422899714,0.17273073998848684,0.09452944006040731,10.0,100.0,0.0001,1000000.0
10_100_0.0001_7_const_2_pop_t_div_0.75.txt,,,0.002115174286834657,0.0028718407411038134,0.002493507513969219,0.2634778605370456,0.1517273258713076,10.0,100.0,0.0001,1000000.0
10_100_0.0001_7_const_2_pop_t_div_1.0.txt,,,0.0021259235329869858,0.003064676604254485,0.0025953000686207237,0.3063139092602108,0.18085636466814756,10.0,100.0,0.0001,1000000.0
10_100_0.0001_8_stat_1_pop_alpha_0.1.txt,0.10435081012582725,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_8_stat_1_pop_alpha_0.17500000000000002.txt,0.15498001298923167,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_8_stat_1_pop_alpha_0.25.txt,0.1903370915511974,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_8_stat_1_pop_alpha_0.32500000000000007.txt,0.2157649433089955,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_8_stat_1_pop_alpha_0.4.txt,0.23365500593819427,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_8_stat_2_pop_beta_0.1.txt,,,0.06605112239353844,0.10901692515191228,0.08753402377272539,0.3941204789852777,0.24542344168897642,10.0,100.0,0.0001,1000.0
10_100_0.0001_8_stat_2_pop_beta_0.325.txt,,,0.07328055786457968,0.10515630518543603,0.08921843152500786,0.3031273042985452,0.17863880128805898,10.0,100.0,0.0001,1000.0
10_100_0.0001_8_stat_2_pop_beta_0.55.txt,,,0.07856376217375126,0.1050501360599758,0.09180694911686353,0.25213079087401463,0.14425037614804806,10.0,100.0,0.0001,1000.0
10_100_0.0001_8_stat_2_pop_beta_0.775.txt,,,0.08019156410151346,0.10462208361684637,0.09240682385917992,0.23351207193314855,0.13219001852375611,10.0,100.0,0.0001,1000.0
10_100_0.0001_8_stat_2_pop_beta_1.0.txt,,,0.08563350493940049,0.10407318665019735,0.09485334579479891,0.1771799471536783,0.0972010083370615,10.0,100.0,0.0001,1000.0
10_100_0.0001_8_const_1_pop_theta_0.0001.txt,0.00019955191040094106,5913.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_8_const_1_pop_theta_0.000325.txt,0.0006591624621115577,19416.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_8_const_1_pop_theta_0.00055.txt,0.0010353221397902165,30675.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_8_const_1_pop_theta_0.0007750000000000001.txt,0.001498879006371924,43881.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_8_const_1_pop_theta_0.001.txt,0.001930673091657681,58183.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_8_exp_growth_1_pop_theta_0.0001.txt,0.00013302846858151163,5750.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_8_exp_growth_1_pop_theta_0.000325.txt,0.00043895823781982165,18827.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_8_exp_growth_1_pop_theta_0.00055.txt,0.0007444194192726203,31850.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_8_exp_growth_1_pop_theta_0.0007750000000000001.txt,0.0010359583903538868,43939.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_8_exp_growth_1_pop_theta_0.001.txt,0.0013431320056857164,57496.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_8_const_2_pop_t_div_0.0.txt,,,0.0017843824909322494,0.0017858924242721303,0.0017851374576021957,0.000845478327450923,0.0004229179477082771,10.0,100.0,0.0001,1000000.0
10_100_0.0001_8_const_2_pop_t_div_0.25.txt,,,0.0024024907058132518,0.0026385024468189387,0.002520496576316047,0.08944912720859138,0.04681850061279292,10.0,100.0,0.0001,1000000.0
10_100_0.0001_8_const_2_pop_t_div_0.5.txt,,,0.0019438124801490076,0.0023505167375747478,0.0021471646088618763,0.17302759470897267,0.09470728414281068,10.0,100.0,0.0001,1000000.0
10_100_0.0001_8_const_2_pop_t_div_0.75.txt,,,0.002044058614841677,0.0028420286677776686,0.0024430436413096757,0.2807748077924795,0.163314735652495,10.0,100.0,0.0001,1000000.0
10_100_0.0001_8_const_2_pop_t_div_1.0.txt,,,0.002254486538574676,0.0031707706813057547,0.002712628609940202,0.28897836987496794,0.16889229498159178,10.0,100.0,0.0001,1000000.0
10_100_0.0001_9_stat_1_pop_alpha_0.1.txt,0.1042623688673406,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_9_stat_1_pop_alpha_0.17500000000000002.txt,0.15476270973229939,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_9_stat_1_pop_alpha_0.25.txt,0.19056427612210544,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_9_stat_1_pop_alpha_0.32500000000000007.txt,0.2158556311862143,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_9_stat_1_pop_alpha_0.4.txt,0.23381917132375124,,,,,,,10.0,100.0,0.0001,1000000.0
10_100_0.0001_9_stat_2_pop_beta_0.1.txt,,,0.056585315773302655,0.09596380450054234,0.0762745601369225,0.41034730680167164,0.2581364524197211,10.0,100.0,0.0001,1000.0
10_100_0.0001_9_stat_2_pop_beta_0.325.txt,,,0.06716810601229614,0.09687568974181275,0.08202189787705444,0.30665674545070565,0.1810954421832957,10.0,100.0,0.0001,1000.0
10_100_0.0001_9_stat_2_pop_beta_0.55.txt,,,0.0782664490902974,0.10386680559752558,0.09106662734391148,0.24647293579459095,0.14055838705077373,10.0,100.0,0.0001,1000.0
10_100_0.0001_9_stat_2_pop_beta_0.775.txt,,,0.08215264000400728,0.1020482746424308,0.09210045732321902,0.1949629693214929,0.10801050948423294,10.0,100.0,0.0001,1000.0
10_100_0.0001_9_stat_2_pop_beta_1.0.txt,,,0.09179230065464294,0.1118911904348091,0.10184174554472603,0.17962888500928345,0.09867706839009008,10.0,100.0,0.0001,1000.0
10_100_0.0001_9_const_1_pop_theta_0.0001.txt,0.00020567517204195666,5746.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_9_const_1_pop_theta_0.000325.txt,0.0006646998935398491,19422.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_9_const_1_pop_theta_0.00055.txt,0.0010729777582589944,30205.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_9_const_1_pop_theta_0.0007750000000000001.txt,0.001477951788844231,44203.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_9_const_1_pop_theta_0.001.txt,0.001924182030193118,57832.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_9_exp_growth_1_pop_theta_0.0001.txt,0.00013476419547103226,5758.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_9_exp_growth_1_pop_theta_0.000325.txt,0.00043726558729536327,18582.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_9_exp_growth_1_pop_theta_0.00055.txt,0.0007412337655131854,31279.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_9_exp_growth_1_pop_theta_0.0007750000000000001.txt,0.0010432239519654934,44557.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_9_exp_growth_1_pop_theta_0.001.txt,0.0013509554016272918,57628.0,,,,,,10.0,100.0,0.0001,10000000.0
10_100_0.0001_9_const_2_pop_t_div_0.0.txt,,,0.0021348732771296905,0.0021368502695814136,0.0021358617733555534,0.0009251899769797127,0.00046280908165226487,10.0,100.0,0.0001,1000000.0
10_100_0.0001_9_const_2_pop_t_div_0.25.txt,,,0.0022196862131164067,0.002428624983825115,0.0023241555984707383,0.08603171428288081,0.04494939384569217,10.0,100.0,0.0001,1000000.0
10_100_0.0001_9_const_2_pop_t_div_0.5.txt,,,0.0017378803136947091,0.0023509150730320555,0.0020443976933633957,0.2607643152956157,0.14993040770086727,10.0,100.0,0.0001,1000000.0
10_100_0.0001_9_const_2_pop_t_div_0.75.txt,,,0.0017876818409959599,0.0025126755102440937,0.0021501786756200373,0.2885345386988328,0.16858916830227882,10.0,100.0,0.0001,1000000.0
10_100_0.0001_9_const_2_pop_t_div_1.0.txt,,,0.002082857360062786,0.0030137758376629744,0.0025483165988628566,0.3088877633056037,0.1826536149424188,10.0,100.0,0.0001,1000000.0
10_100_0.001_0_stat_1_pop_alpha_0.1.txt,0.10381403126564544,,,,,,,10.0,100.0,0.001,1000000.0
10_100_0.001_0_stat_1_pop_alpha_0.17500000000000002.txt,0.15486309788232575,,,,,,,10.0,100.0,0.001,1000000.0
10_100_0.001_0_stat_1_pop_alpha_0.25.txt,0.1903699473803357,,,,,,,10.0,100.0,0.001,1000000.0
10_100_0.001_0_stat_1_pop_alpha_0.32500000000000007.txt,0.21595235272554325,,,,,,,10.0,100.0,0.001,1000000.0
10_100_0.001_0_stat_1_pop_alpha_0.4.txt,0.23428231679053796,,,,,,,10.0,100.0,0.001,1000000.0
10_100_0.001_0_stat_2_pop_beta_0.1.txt,,,0.06517420704561892,0.11543430847448297,0.09030425776005092,0.4354000304855134,0.2782820139135135,10.0,100.0,0.001,1000.0
10_100_0.001_0_stat_2_pop_beta_0.325.txt,,,0.07442543257803272,0.1032489913230773,0.08883721195055502,0.27916552380499815,0.1622268310327389,10.0,100.0,0.001,1000.0
10_100_0.001_0_stat_2_pop_beta_0.55.txt,,,0.0785840756978593,0.10338159099106152,0.09098283334446043,0.23986393569186062,0.13627579171621873,10.0,100.0,0.001,1000.0
10_100_0.001_0_stat_2_pop_beta_0.775.txt,,,0.08203633893013437,0.10235441457117678,0.09219537675065563,0.19850707686783076,0.11019031733008254,10.0,100.0,0.001,1000.0
10_100_0.001_0_stat_2_pop_beta_1.0.txt,,,0.08487641897663309,0.10164189606115523,0.09325915751889415,0.16494652042337737,0.08988649227892422,10.0,100.0,0.001,1000.0
10_100_0.001_0_const_1_pop_theta_0.0001.txt,0.00019188789785315165,5566.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_0_const_1_pop_theta_0.000325.txt,0.0006305969289285364,18265.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_0_const_1_pop_theta_0.00055.txt,0.0010934927812959513,32762.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_0_const_1_pop_theta_0.0007750000000000001.txt,0.0015839633690814632,47466.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_0_const_1_pop_theta_0.001.txt,0.0019309763021272425,55834.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_0_exp_growth_1_pop_theta_0.0001.txt,0.0001351543721203804,5751.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_0_exp_growth_1_pop_theta_0.000325.txt,0.0004344418243309481,18552.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_0_exp_growth_1_pop_theta_0.00055.txt,0.0007434913459464754,31309.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_0_exp_growth_1_pop_theta_0.0007750000000000001.txt,0.0010602514396627787,44866.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_0_exp_growth_1_pop_theta_0.001.txt,0.0013435440401921381,57294.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_0_const_2_pop_t_div_0.0.txt,,,0.0022185727291442825,0.0022207557553181063,0.0022196642422311536,0.000983010476769447,0.0004917469345606718,10.0,100.0,0.001,1000000.0
10_100_0.001_0_const_2_pop_t_div_0.25.txt,,,0.002126310691108734,0.0023869058915792574,0.002256608291343986,0.10917698992234044,0.05774045975770562,10.0,100.0,0.001,1000000.0
10_100_0.001_0_const_2_pop_t_div_0.5.txt,,,0.0019291764611312325,0.002416917276737575,0.0021730468689344184,0.2018028586666024,0.11222510259190634,10.0,100.0,0.001,1000000.0
10_100_0.001_0_const_2_pop_t_div_0.75.txt,,,0.0021215366160180723,0.0027228441133222234,0.0024221903646701303,0.22083801799820185,0.12412473975512779,10.0,100.0,0.001,1000000.0
10_100_0.001_0_const_2_pop_t_div_1.0.txt,,,0.001706039074600527,0.0027515152475247524,0.002228777161062641,0.3799637940820898,0.2345403100832574,10.0,100.0,0.001,1000000.0
10_100_0.001_1_stat_1_pop_alpha_0.1.txt,0.10425234377015997,,,,,,,10.0,100.0,0.001,1000000.0
10_100_0.001_1_stat_1_pop_alpha_0.17500000000000002.txt,0.1549466417399081,,,,,,,10.0,100.0,0.001,1000000.0
10_100_0.001_1_stat_1_pop_alpha_0.25.txt,0.1908879757702075,,,,,,,10.0,100.0,0.001,1000000.0
10_100_0.001_1_stat_1_pop_alpha_0.32500000000000007.txt,0.21598376760204563,,,,,,,10.0,100.0,0.001,1000000.0
10_100_0.001_1_stat_1_pop_alpha_0.4.txt,0.23417803255177344,,,,,,,10.0,100.0,0.001,1000000.0
10_100_0.001_1_stat_2_pop_beta_0.1.txt,,,0.06354002058019007,0.10827725102727451,0.08590863580373229,0.41317294281709604,0.2603767946524699,10.0,100.0,0.001,1000.0
10_100_0.001_1_stat_2_pop_beta_0.325.txt,,,0.0695421822353975,0.09867280549964105,0.08410749386751928,0.2952244351089168,0.1731749569790312,10.0,100.0,0.001,1000.0
10_100_0.001_1_stat_2_pop_beta_0.55.txt,,,0.07989504862959253,0.10533898761518654,0.09261701812238951,0.24154341675034097,0.1373610352687606,10.0,100.0,0.001,1000.0
10_100_0.001_1_stat_2_pop_beta_0.775.txt,,,0.08845872340862357,0.11289167209717643,0.10067519775289999,0.21642826467767382,0.12134542188097681,10.0,100.0,0.001,1000.0
10_100_0.001_1_stat_2_pop_beta_1.0.txt,,,0.07962618419012582,0.09488443855756275,0.08725531137384428,0.1608088175405109,0.0874345305013188,10.0,100.0,0.001,1000.0
10_100_0.001_1_const_1_pop_theta_0.0001.txt,0.00020120759670620527,6036.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_1_const_1_pop_theta_0.000325.txt,0.0006626044607391431,19730.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_1_const_1_pop_theta_0.00055.txt,0.0011118143246740516,33008.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_1_const_1_pop_theta_0.0007750000000000001.txt,0.0015395313053622195,45834.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_1_const_1_pop_theta_0.001.txt,0.0019917650161748847,58200.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_1_exp_growth_1_pop_theta_0.0001.txt,0.00013670935653367319,5798.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_1_exp_growth_1_pop_theta_0.000325.txt,0.00044597521341045005,18844.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_1_exp_growth_1_pop_theta_0.00055.txt,0.0007394459966669935,31509.0,,,,,,10.0,100.0,0.001,10000000.0
10_100_0.001_1_exp_growth_1_pop_theta_0.0007750000000000001.txt,0.0010374597357121855,44545.0,,,,,,10.0,100.0,0.001,10000000.0
